,0
43855,negative
43856,negative
43857,negative
43858,positive
43859,negative
43860,negative
43861,positive
43862,negative
43863,positive
43864,positive
43865,positive
43866,positive
43867,positive
43868,positive
43869,negative
43870,negative
43871,positive
43872,negative
43873,positive
43874,positive
43875,negative
43876,negative
43877,positive
43878,negative
43879,negative
43880,negative
43881,negative
43882,positive
43883,negative
43884,negative
43885,negative
43886,negative
43887,negative
43888,positive
43889,negative
43890,negative
43891,negative
43892,negative
43893,positive
43894,negative
43895,positive
43896,positive
43897,negative
43898,positive
43899,negative
43900,positive
43901,positive
43902,positive
43903,negative
43904,negative
43905,negative
43906,negative
43907,negative
43908,positive
43909,positive
43910,positive
43911,positive
43912,negative
43913,negative
43914,negative
43915,negative
43916,positive
43917,negative
43918,positive
43919,positive
43920,negative
43921,negative
43922,negative
43923,negative
43924,positive
43925,negative
43926,negative
43927,positive
43928,negative
43929,positive
43930,negative
43931,positive
43932,positive
43933,positive
43934,negative
43935,positive
43936,positive
43937,negative
43938,negative
43939,negative
43940,negative
43941,positive
43942,positive
43943,negative
43944,positive
43945,positive
43946,negative
43947,positive
43948,negative
43949,negative
43950,positive
43951,negative
43952,negative
43953,negative
43954,negative
43955,positive
43956,negative
43957,negative
43958,positive
43959,negative
43960,positive
43961,negative
43962,negative
43963,negative
43964,negative
43965,positive
43966,negative
43967,positive
43968,negative
43969,positive
43970,positive
43971,positive
43972,negative
43973,negative
43974,negative
43975,positive
43976,positive
43977,positive
43978,positive
43979,negative
43980,negative
43981,positive
43982,negative
43983,positive
43984,negative
43985,negative
43986,negative
43987,negative
43988,negative
43989,positive
43990,negative
43991,positive
43992,negative
43993,negative
43994,negative
43995,negative
43996,negative
43997,positive
43998,negative
43999,negative
44000,positive
44001,negative
44002,positive
44003,positive
44004,positive
44005,negative
44006,negative
44007,negative
44008,negative
44009,negative
44010,negative
44011,positive
44012,negative
44013,positive
44014,positive
44015,negative
44016,positive
44017,negative
44018,negative
44019,negative
44020,positive
44021,positive
44022,positive
44023,negative
44024,positive
44025,positive
44026,positive
44027,negative
44028,positive
44029,positive
44030,positive
44031,negative
44032,positive
44033,negative
44034,negative
44035,positive
44036,negative
44037,negative
44038,positive
44039,positive
44040,positive
44041,positive
44042,positive
44043,negative
44044,positive
44045,positive
44046,negative
44047,positive
44048,positive
44049,positive
44050,positive
44051,negative
44052,negative
44053,positive
44054,negative
44055,negative
44056,positive
44057,negative
44058,negative
44059,negative
44060,negative
44061,positive
44062,negative
44063,positive
44064,positive
44065,negative
44066,negative
44067,negative
44068,negative
44069,negative
44070,negative
44071,negative
44072,positive
44073,negative
44074,positive
44075,negative
44076,negative
44077,positive
44078,negative
44079,positive
44080,positive
44081,positive
44082,positive
44083,negative
44084,negative
44085,positive
44086,positive
44087,positive
44088,negative
44089,positive
44090,negative
44091,negative
44092,positive
44093,positive
44094,negative
44095,positive
44096,positive
44097,negative
44098,negative
44099,negative
44100,positive
44101,negative
44102,negative
44103,negative
44104,negative
44105,positive
44106,negative
44107,negative
44108,negative
44109,negative
44110,positive
44111,negative
44112,negative
44113,positive
44114,negative
44115,negative
44116,positive
44117,negative
44118,negative
44119,positive
44120,negative
44121,negative
44122,negative
44123,positive
44124,positive
44125,negative
44126,negative
44127,positive
44128,negative
44129,negative
44130,negative
44131,negative
44132,negative
44133,negative
44134,negative
44135,negative
44136,positive
44137,negative
44138,negative
44139,negative
44140,positive
44141,negative
44142,positive
44143,positive
44144,negative
44145,negative
44146,positive
44147,positive
44148,negative
44149,negative
44150,negative
44151,positive
44152,negative
44153,negative
44154,positive
44155,negative
44156,negative
44157,negative
44158,negative
44159,positive
44160,negative
44161,positive
44162,negative
44163,positive
44164,negative
44165,negative
44166,negative
44167,negative
44168,negative
44169,negative
44170,negative
44171,positive
44172,positive
44173,positive
44174,positive
44175,negative
44176,negative
44177,negative
44178,positive
44179,positive
44180,negative
44181,positive
44182,positive
44183,positive
44184,positive
44185,positive
44186,negative
44187,negative
44188,negative
44189,positive
44190,positive
44191,positive
44192,positive
44193,negative
44194,negative
44195,negative
44196,positive
44197,negative
44198,negative
44199,positive
44200,negative
44201,negative
44202,positive
44203,positive
44204,negative
44205,positive
44206,positive
44207,negative
44208,positive
44209,positive
44210,negative
44211,positive
44212,negative
44213,positive
44214,positive
44215,negative
44216,negative
44217,positive
44218,positive
44219,positive
44220,negative
44221,positive
44222,positive
44223,positive
44224,negative
44225,negative
44226,negative
44227,positive
44228,negative
44229,positive
44230,positive
44231,positive
44232,negative
44233,positive
44234,negative
44235,negative
44236,positive
44237,positive
44238,positive
44239,negative
44240,negative
44241,positive
44242,negative
44243,negative
44244,positive
44245,positive
44246,negative
44247,negative
44248,negative
44249,negative
44250,positive
44251,positive
44252,negative
44253,negative
44254,negative
44255,positive
44256,negative
44257,negative
44258,positive
44259,negative
44260,negative
44261,negative
44262,negative
44263,negative
44264,negative
44265,positive
44266,negative
44267,positive
44268,negative
44269,negative
44270,negative
44271,positive
44272,positive
44273,positive
44274,negative
44275,positive
44276,positive
44277,negative
44278,negative
44279,negative
44280,negative
44281,negative
44282,positive
44283,positive
44284,negative
44285,negative
44286,positive
44287,positive
44288,positive
44289,negative
44290,positive
44291,positive
44292,positive
44293,negative
44294,positive
44295,positive
44296,positive
44297,negative
44298,positive
44299,negative
44300,positive
44301,positive
44302,positive
44303,negative
44304,positive
44305,positive
44306,positive
44307,positive
44308,positive
44309,negative
44310,negative
44311,negative
44312,positive
44313,positive
44314,negative
44315,negative
44316,positive
44317,negative
44318,positive
44319,positive
44320,negative
44321,positive
44322,negative
44323,negative
44324,positive
44325,negative
44326,negative
44327,positive
44328,negative
44329,positive
44330,positive
44331,positive
44332,negative
44333,negative
44334,negative
44335,negative
44336,positive
44337,positive
44338,negative
44339,positive
44340,negative
44341,negative
44342,positive
44343,positive
44344,negative
44345,negative
44346,negative
44347,positive
44348,negative
44349,positive
44350,negative
44351,negative
44352,positive
44353,positive
44354,positive
44355,positive
44356,positive
44357,positive
44358,negative
44359,positive
44360,negative
44361,negative
44362,negative
44363,negative
44364,negative
44365,negative
44366,negative
44367,positive
44368,negative
44369,negative
44370,negative
44371,negative
44372,negative
44373,positive
44374,negative
44375,positive
44376,positive
44377,negative
44378,negative
44379,negative
44380,negative
44381,positive
44382,negative
44383,positive
44384,positive
44385,positive
44386,positive
44387,negative
44388,positive
44389,negative
44390,positive
44391,positive
44392,negative
44393,negative
44394,negative
44395,positive
44396,negative
44397,negative
44398,positive
44399,positive
44400,negative
44401,positive
44402,positive
44403,positive
44404,negative
44405,positive
44406,positive
44407,positive
44408,positive
44409,positive
44410,negative
44411,negative
44412,positive
44413,negative
44414,negative
44415,negative
44416,negative
44417,positive
44418,negative
44419,positive
44420,negative
44421,positive
44422,positive
44423,negative
44424,negative
44425,positive
44426,negative
44427,negative
44428,positive
44429,positive
44430,positive
44431,negative
44432,negative
44433,negative
44434,negative
44435,negative
44436,negative
44437,positive
44438,positive
44439,negative
44440,positive
44441,positive
44442,negative
44443,negative
44444,negative
44445,negative
44446,positive
44447,positive
44448,positive
44449,positive
44450,negative
44451,positive
44452,negative
44453,negative
44454,negative
44455,negative
44456,negative
44457,positive
44458,positive
44459,negative
44460,negative
44461,positive
44462,positive
44463,negative
44464,negative
44465,positive
44466,negative
44467,positive
44468,positive
44469,positive
44470,positive
44471,positive
44472,positive
44473,positive
44474,positive
44475,negative
44476,negative
44477,positive
44478,positive
44479,positive
44480,positive
44481,negative
44482,positive
44483,negative
44484,positive
44485,positive
44486,negative
44487,negative
44488,positive
44489,negative
44490,negative
44491,positive
44492,positive
44493,positive
44494,negative
44495,positive
44496,negative
44497,positive
44498,negative
44499,negative
44500,negative
44501,negative
44502,negative
44503,negative
44504,positive
44505,positive
44506,positive
44507,negative
44508,negative
44509,negative
44510,negative
44511,negative
44512,negative
44513,negative
44514,positive
44515,negative
44516,negative
44517,negative
44518,positive
44519,positive
44520,positive
44521,positive
44522,positive
